age,number_of_dependants,income_level,income_lakhs,insurance_plan,normalized_risk_score,lifestyle_risk_score,gender_Male,region_Northwest,region_Southeast,region_Southwest,marital_status_Unmarried,bmi_category_Obesity,bmi_category_Overweight,bmi_category_Underweight,smoking_status_Occasional,smoking_status_Regular,employment_status_Salaried,employment_status_Self-Employed,annual_premium_amount
0.07407407407407407,0.0,0.6666666666666667,0.03962460896767466,0.0,0.0,0.125,1,0,0,1,1,0,0,0,1,0,0,0,5509
0.6296296296296295,0.006578947368421052,1.0,0.07507820646506778,1.0,0.35714285714285715,0.25,1,0,1,0,0,0,1,0,1,0,0,1,32220
0.574074074074074,0.006578947368421052,0.3333333333333333,0.019812304483837334,1.0,0.42857142857142855,0.625,0,0,0,1,0,0,1,0,1,0,1,0,33063
0.48148148148148145,0.0,0.6666666666666667,0.04066736183524505,0.5,0.42857142857142855,0.125,1,0,0,1,1,0,1,0,0,1,0,0,22316
0.1296296296296296,0.0021929824561403508,0.3333333333333333,0.01564129301355579,0.0,0.0,0.125,1,0,0,1,1,0,1,0,0,1,1,0,10460
0.7037037037037037,0.008771929824561403,0.3333333333333333,0.014598540145985403,1.0,0.35714285714285715,0.5,0,0,0,1,0,0,0,0,0,0,0,1,28989
0.2962962962962962,0.006578947368421052,0.0,0.0010427528675703858,0.0,0.5714285714285714,0.5,0,1,0,0,0,0,0,0,1,0,1,0,17163
0.1296296296296296,0.0,0.0,0.0010427528675703858,1.0,0.0,1.0,1,0,0,1,1,0,0,1,0,1,0,0,20329
0.6666666666666667,0.0043859649122807015,0.0,0.0010427528675703858,0.5,0.42857142857142855,0.125,0,1,0,0,0,1,0,0,1,0,0,1,25011
0.6296296296296295,0.006578947368421052,0.0,0.0072992700729927005,0.0,0.0,0.625,0,0,0,0,0,0,0,0,0,0,1,0,12867
0.0,0.006578947368421052,0.6666666666666667,0.030239833159541193,0.5,0.0,0.125,1,1,0,0,0,0,1,0,0,1,1,0,14384
0.537037037037037,0.008771929824561403,0.0,0.004171011470281543,0.5,0.0,0.25,0,1,0,0,0,0,0,0,0,0,0,1,18460
0.14814814814814814,0.006578947368421052,1.0,0.05526590198123045,1.0,0.7857142857142857,0.25,0,0,1,0,0,0,1,0,0,1,0,1,30339
0.25925925925925924,0.0043859649122807015,0.0,0.004171011470281543,0.0,0.0,0.625,0,0,0,0,0,0,0,0,0,0,1,0,11051
0.3703703703703704,0.0043859649122807015,0.6666666666666667,0.02502606882168926,0.5,0.5714285714285714,0.625,0,0,1,0,0,0,0,0,0,0,0,0,22043
0.037037037037037035,0.0,0.3333333333333333,0.011470281543274244,0.0,0.0,0.25,0,0,0,0,1,0,0,0,1,0,0,1,7316
0.22222222222222227,0.006578947368421052,1.0,0.0740354535974974,1.0,1.0,0.25,0,0,1,0,0,0,0,1,1,0,1,0,29144
0.055555555555555525,0.0,0.0,0.00521376433785193,0.0,0.0,0.625,1,1,0,0,1,1,0,0,1,0,1,0,13112
0.07407407407407407,0.0043859649122807015,0.3333333333333333,0.02085505735140772,0.0,0.0,0.125,1,1,0,0,1,0,1,0,0,0,0,1,6582
0.7592592592592593,0.008771929824561403,0.3333333333333333,0.018769551616266946,1.0,0.42857142857142855,0.125,1,0,1,0,0,0,1,0,0,1,0,0,32428
0.5185185185185186,0.006578947368421052,0.0,0.0031282586027111575,0.5,0.42857142857142855,0.25,0,0,0,1,0,1,0,0,0,0,1,0,23526
0.7407407407407407,0.006578947368421052,1.0,0.056308654848800835,1.0,0.42857142857142855,0.25,0,0,1,0,0,0,0,0,0,0,1,0,28413
0.49999999999999994,0.006578947368421052,0.0,0.0010427528675703858,0.0,0.42857142857142855,0.25,0,0,0,0,0,0,0,0,0,1,1,0,14416
0.3518518518518518,0.0,0.3333333333333333,0.010427528675703858,0.5,0.42857142857142855,0.25,0,0,0,1,1,1,0,0,0,0,1,0,21412
0.49999999999999994,0.010964912280701754,0.0,0.0020855057351407717,0.0,0.5714285714285714,0.25,0,0,0,1,0,1,0,0,0,0,1,0,18443
0.037037037037037035,0.0043859649122807015,0.6666666666666667,0.030239833159541193,0.5,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,12968
0.3703703703703704,0.006578947368421052,0.0,0.0031282586027111575,0.0,0.8571428571428571,0.5,0,0,1,0,0,1,0,0,1,0,0,0,18219
0.25925925925925924,0.0,1.0,0.10010427528675704,1.0,0.42857142857142855,0.625,1,0,1,0,1,1,0,0,0,0,1,0,29336
0.6851851851851851,0.006578947368421052,0.6666666666666667,0.02502606882168926,1.0,0.42857142857142855,0.5,1,0,1,0,0,1,0,0,0,1,0,1,37262
0.1111111111111111,0.0,0.6666666666666667,0.03649635036496351,0.0,0.42857142857142855,0.125,0,0,0,1,1,1,0,0,0,1,1,0,14831
0.6666666666666667,0.010964912280701754,0.0,0.004171011470281543,0.0,0.42857142857142855,0.25,0,0,0,0,0,0,1,0,0,0,0,1,14084
0.537037037037037,0.006578947368421052,0.0,0.0031282586027111575,0.0,0.42857142857142855,0.25,1,0,0,0,0,0,1,0,0,0,0,1,14267
0.5555555555555556,0.008771929824561403,0.6666666666666667,0.03336809176225235,1.0,0.42857142857142855,0.125,0,0,0,1,0,0,1,0,1,0,1,0,30646
0.3148148148148148,0.0043859649122807015,0.0,0.0072992700729927005,0.5,0.42857142857142855,0.25,0,0,1,0,0,0,0,0,0,1,1,0,19568
0.27777777777777773,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,28388
0.7037037037037037,0.006578947368421052,1.0,0.0886339937434828,1.0,0.35714285714285715,0.625,0,0,0,1,0,1,0,0,0,0,1,0,34039
0.49999999999999994,0.0021929824561403508,0.3333333333333333,0.02294056308654849,0.5,0.0,0.125,1,0,1,0,1,0,0,0,0,0,1,0,14833
0.1111111111111111,0.0021929824561403508,0.0,0.00521376433785193,0.0,0.0,0.625,0,1,0,0,1,0,0,1,0,0,1,0,7325
0.27777777777777773,0.010964912280701754,0.3333333333333333,0.02294056308654849,0.5,0.8571428571428571,0.625,1,0,0,1,0,0,1,0,0,0,0,0,23519
0.3148148148148148,0.0,0.3333333333333333,0.02294056308654849,0.5,0.5714285714285714,0.125,1,0,0,0,1,0,0,0,0,1,1,0,23247
0.055555555555555525,0.0021929824561403508,0.6666666666666667,0.03962460896767466,0.0,0.0,0.625,0,1,0,0,1,0,0,1,0,0,0,1,7730
0.6851851851851851,0.0043859649122807015,0.3333333333333333,0.013555787278415015,1.0,0.42857142857142855,0.125,1,0,1,0,0,0,1,0,0,1,0,0,32182
0.7407407407407407,0.006578947368421052,1.0,0.06047966631908238,1.0,0.5714285714285714,1.0,1,1,0,0,0,0,1,0,0,1,0,1,40816
0.14814814814814814,0.0043859649122807015,0.0,0.0072992700729927005,0.0,0.42857142857142855,0.25,0,0,0,0,0,1,0,0,0,0,1,0,14004
0.1296296296296296,0.006578947368421052,0.0,0.0020855057351407717,0.0,1.0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,12262
0.07407407407407407,0.0,0.3333333333333333,0.02294056308654849,0.5,0.0,0.625,0,0,0,0,1,0,0,0,0,1,0,0,14955
0.4259259259259259,0.0,0.0,0.0031282586027111575,1.0,0.0,0.625,0,0,1,0,1,0,0,0,1,0,1,0,23878
0.7037037037037037,0.0043859649122807015,0.0,0.0072992700729927005,0.5,0.42857142857142855,0.125,1,1,0,0,0,0,1,0,0,1,0,1,24898
0.2962962962962962,0.0,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.25,1,1,0,0,1,0,0,0,1,0,1,0,12674
0.055555555555555525,0.0043859649122807015,0.0,0.00521376433785193,0.5,0.0,0.125,0,0,0,1,1,0,0,0,0,0,0,0,8519
0.09259259259259262,0.0,0.6666666666666667,0.030239833159541193,0.0,0.0,0.25,1,0,0,0,1,1,0,0,0,0,0,0,9251
0.3333333333333333,0.0043859649122807015,1.0,0.06465067778936393,0.5,0.42857142857142855,0.0,0,0,1,0,0,0,0,0,1,0,1,0,17266
0.25925925925925924,0.010964912280701754,0.3333333333333333,0.02294056308654849,0.5,0.42857142857142855,0.125,0,1,0,0,0,0,0,0,0,0,1,0,17390
0.7037037037037037,0.006578947368421052,0.0,0.008342022940563087,0.5,0.35714285714285715,0.5,0,0,0,1,0,0,1,0,1,0,0,1,24705
0.25925925925925924,0.0043859649122807015,1.0,0.056308654848800835,1.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,29778
0.018518518518518545,0.0021929824561403508,0.3333333333333333,0.010427528675703858,0.0,0.0,0.0,0,1,0,0,1,1,0,0,1,0,0,0,9378
0.07407407407407407,0.0021929824561403508,0.6666666666666667,0.03128258602711158,0.5,0.0,0.5,1,0,0,1,1,0,1,0,0,1,0,0,15472
0.1296296296296296,0.0021929824561403508,0.6666666666666667,0.027111574556830033,0.0,0.42857142857142855,0.625,1,0,0,1,1,0,0,1,0,0,1,0,10746
0.6666666666666667,0.0043859649122807015,0.0,0.0072992700729927005,0.5,0.5714285714285714,0.25,0,0,0,1,1,0,0,0,1,0,1,0,24597
0.1296296296296296,0.0021929824561403508,1.0,0.051094890510948905,0.5,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,13344
0.6851851851851851,0.006578947368421052,0.6666666666666667,0.03128258602711158,0.5,0.35714285714285715,0.125,1,0,0,1,0,0,1,0,0,0,0,1,21910
0.3148148148148148,0.0043859649122807015,0.3333333333333333,0.023983315954118876,0.5,0.0,0.625,0,0,1,0,0,0,0,0,0,0,0,0,17288
0.5555555555555556,0.0,0.3333333333333333,0.011470281543274244,1.0,0.42857142857142855,0.625,0,0,0,1,1,0,0,0,0,0,0,1,29520
0.09259259259259262,0.0043859649122807015,0.3333333333333333,0.013555787278415015,0.0,0.0,0.25,1,0,0,1,1,1,0,0,0,1,1,0,13071
0.6666666666666667,0.008771929824561403,0.0,0.0072992700729927005,0.5,0.35714285714285715,0.25,0,1,0,0,0,0,1,0,0,0,0,0,22019
0.6481481481481481,0.0043859649122807015,0.0,0.0031282586027111575,0.5,0.42857142857142855,0.125,0,0,0,0,0,0,1,0,0,0,1,0,21137
0.48148148148148145,0.0,0.3333333333333333,0.019812304483837334,0.5,0.42857142857142855,0.125,1,0,0,1,1,1,0,0,0,1,1,0,22787
0.7592592592592593,0.010964912280701754,0.0,0.0010427528675703858,0.0,0.8571428571428571,0.25,1,0,0,1,0,0,0,0,0,1,0,0,18361
0.6851851851851851,0.0043859649122807015,1.0,0.04275286757038582,1.0,0.42857142857142855,1.0,1,1,0,0,0,1,0,0,1,0,0,1,36400
0.0,0.0021929824561403508,1.0,0.059436913451511995,0.5,0.0,0.125,0,0,1,0,1,0,0,0,0,0,0,0,7955
0.16666666666666669,0.006578947368421052,0.0,0.0072992700729927005,0.0,0.42857142857142855,0.25,0,0,1,0,0,0,0,0,1,0,1,0,10914
0.20370370370370366,0.0,0.0,0.006256517205422314,0.5,0.0,0.625,0,0,0,1,1,0,0,0,0,0,1,0,16890
0.7592592592592593,0.008771929824561403,0.3333333333333333,0.02085505735140772,1.0,0.5714285714285714,1.0,0,0,1,0,0,1,0,0,1,0,0,0,41674
0.055555555555555525,0.0,0.6666666666666667,0.03753910323253389,0.0,0.0,0.625,0,0,0,1,1,0,0,0,0,0,0,0,6630
0.7592592592592593,0.0043859649122807015,0.6666666666666667,0.030239833159541193,0.0,0.42857142857142855,0.625,0,0,0,1,0,0,1,0,0,0,0,1,16660
0.18518518518518517,0.0021929824561403508,0.0,0.008342022940563087,0.0,0.35714285714285715,0.25,1,0,0,1,1,1,0,0,0,1,1,0,17846
0.055555555555555525,0.0021929824561403508,0.3333333333333333,0.019812304483837334,0.0,0.0,0.25,0,0,0,1,1,0,0,1,0,0,0,0,5615
0.16666666666666669,0.0,0.6666666666666667,0.03545359749739312,0.5,0.0,0.125,1,0,0,1,1,1,0,0,0,1,1,0,22160
0.055555555555555525,0.0021929824561403508,0.0,0.0,0.0,0.42857142857142855,0.625,0,1,0,0,1,0,0,0,0,0,1,0,8893
0.018518518518518545,0.0,1.0,0.09280500521376434,0.5,0.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,12378
0.16666666666666669,0.0,0.0,0.0031282586027111575,0.0,0.42857142857142855,0.125,0,0,1,0,1,0,0,0,0,0,0,1,10753
0.574074074074074,0.006578947368421052,0.3333333333333333,0.023983315954118876,1.0,0.42857142857142855,0.5,0,0,1,0,0,0,0,0,0,0,0,0,29174
0.14814814814814814,0.0043859649122807015,0.6666666666666667,0.04066736183524505,1.0,0.5714285714285714,0.625,0,0,1,0,1,0,0,0,1,0,0,1,31165
0.07407407407407407,0.0,0.0,0.00521376433785193,0.5,0.5714285714285714,1.0,1,0,0,1,1,0,0,0,0,1,0,0,21929
0.09259259259259262,1.0,0.0,0.004171011470281543,0.0,0.0,0.25,0,0,1,0,1,0,1,0,0,0,0,0,7158
0.7592592592592593,0.008771929824561403,0.3333333333333333,0.010427528675703858,0.5,0.42857142857142855,0.625,1,1,0,0,0,0,1,0,0,0,0,1,24676
0.1111111111111111,0.006578947368421052,0.3333333333333333,0.02502606882168926,0.0,0.42857142857142855,0.0,0,0,0,1,0,0,0,0,0,0,0,0,6839
0.48148148148148145,0.006578947368421052,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.625,0,1,0,0,0,0,1,0,1,0,1,0,14722
0.6851851851851851,0.006578947368421052,0.3333333333333333,0.013555787278415015,1.0,0.42857142857142855,0.25,1,0,1,0,0,0,0,1,0,0,0,1,29254
0.6851851851851851,0.006578947368421052,0.3333333333333333,0.02294056308654849,1.0,0.42857142857142855,0.5,0,0,1,0,0,0,0,0,0,0,1,0,30083
0.6296296296296295,0.008771929824561403,0.3333333333333333,0.009384775808133473,0.0,0.42857142857142855,0.625,1,0,0,1,0,1,0,0,0,1,1,0,21367
0.018518518518518545,0.0021929824561403508,0.0,0.004171011470281543,1.0,0.42857142857142855,0.25,0,1,0,0,1,0,0,0,0,0,0,1,15155
0.07407407407407407,0.0021929824561403508,0.0,0.006256517205422314,0.0,0.0,0.25,0,1,0,0,1,0,0,1,0,0,1,0,6743
0.07407407407407407,0.0021929824561403508,0.6666666666666667,0.03441084462982273,0.0,0.0,0.125,1,0,1,0,1,0,0,0,0,1,1,0,7747
0.2962962962962962,0.0,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.25,0,0,0,0,1,0,1,0,0,1,1,0,16407
0.1296296296296296,0.0,0.0,0.00521376433785193,0.0,0.0,0.625,1,0,0,1,1,0,0,0,0,1,0,0,10140
0.055555555555555525,0.0,0.6666666666666667,0.03649635036496351,0.5,0.0,0.25,1,0,0,1,1,0,0,1,0,0,0,0,9407
0.24074074074074076,0.006578947368421052,0.6666666666666667,0.028154327424400417,0.5,0.8571428571428571,0.25,0,0,1,0,0,0,1,0,0,0,1,0,20590
0.46296296296296297,0.006578947368421052,0.3333333333333333,0.014598540145985403,0.5,0.35714285714285715,0.625,0,0,1,0,0,0,1,0,0,1,0,0,23697
0.037037037037037035,0.0043859649122807015,0.0,0.0010427528675703858,0.5,0.0,0.25,0,0,0,1,1,0,1,0,1,0,1,0,12999
0.6296296296296295,0.0043859649122807015,1.0,0.07716371220020855,1.0,0.42857142857142855,0.25,0,0,0,1,0,1,0,0,1,0,0,1,33432
0.4074074074074074,0.008771929824561403,0.3333333333333333,0.019812304483837334,0.5,1.0,0.25,0,1,0,0,0,0,1,0,0,0,1,0,23463
0.3888888888888889,0.006578947368421052,0.0,0.00521376433785193,0.0,0.42857142857142855,0.625,0,0,0,1,0,0,0,0,0,1,1,0,15091
0.7592592592592593,0.0,1.0,0.045881126173096975,1.0,0.7857142857142857,0.25,0,0,1,0,1,0,0,0,1,0,1,0,31141
0.574074074074074,0.0,0.6666666666666667,0.027111574556830033,1.0,0.42857142857142855,0.625,1,1,0,0,1,0,0,1,1,0,0,1,31400
0.7222222222222223,0.006578947368421052,0.0,0.004171011470281543,0.5,0.42857142857142855,0.625,0,0,1,0,0,0,0,0,0,0,1,0,21569
0.09259259259259262,0.0021929824561403508,0.3333333333333333,0.009384775808133473,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,5952
0.2962962962962962,0.0043859649122807015,0.3333333333333333,0.018769551616266946,0.5,0.42857142857142855,0.0,1,1,0,0,1,0,0,1,0,0,1,0,16430
0.7037037037037037,0.006578947368421052,1.0,0.04275286757038582,1.0,0.35714285714285715,0.5,0,0,1,0,0,0,0,0,0,0,1,0,29116
0.16666666666666669,0.006578947368421052,0.6666666666666667,0.03753910323253389,0.5,0.35714285714285715,0.25,1,0,0,1,0,0,1,0,0,0,1,0,20024
0.09259259259259262,0.0021929824561403508,0.3333333333333333,0.021897810218978103,0.0,0.0,0.625,0,0,0,1,1,0,0,1,0,0,1,0,7979
0.018518518518518545,0.0,0.0,0.004171011470281543,0.0,0.0,0.125,0,1,0,0,1,1,0,0,0,0,1,0,9789
0.7777777777777779,0.0043859649122807015,0.3333333333333333,0.01251303441084463,1.0,0.42857142857142855,0.25,1,0,0,1,0,0,0,1,0,0,0,1,28449
0.574074074074074,0.0,0.0,0.0020855057351407717,0.5,0.42857142857142855,0.625,0,0,0,1,1,0,0,0,0,0,0,1,22606
0.3888888888888889,0.006578947368421052,0.0,0.0,0.0,0.5714285714285714,0.125,1,0,1,0,0,0,0,0,0,0,1,0,14354
0.1296296296296296,0.0,1.0,0.09801876955161627,0.5,0.0,0.25,1,1,0,0,1,0,0,0,0,0,0,0,9742
0.18518518518518517,0.006578947368421052,0.0,0.0072992700729927005,0.0,0.42857142857142855,0.25,0,0,0,1,0,0,0,0,0,1,0,0,14504
0.5555555555555556,0.006578947368421052,0.0,0.0031282586027111575,0.0,0.42857142857142855,0.625,1,0,1,0,0,0,1,0,0,1,0,0,18350
0.3518518518518518,0.0,0.0,0.006256517205422314,0.0,0.42857142857142855,0.25,1,0,0,1,1,1,0,0,0,1,1,0,17105
0.037037037037037035,0.0,1.0,0.07507820646506778,0.5,0.0,1.0,1,0,1,0,1,1,0,0,0,0,0,1,16729
0.27777777777777773,0.010964912280701754,0.0,0.00521376433785193,0.0,0.5714285714285714,0.25,1,0,1,0,0,0,1,0,0,1,1,0,20336
0.3703703703703704,0.0,0.6666666666666667,0.02502606882168926,0.5,0.42857142857142855,0.125,1,0,0,1,1,0,0,1,0,0,1,0,17497
0.574074074074074,0.006578947368421052,0.6666666666666667,0.03545359749739312,0.5,0.0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,22661
0.3518518518518518,0.006578947368421052,0.6666666666666667,0.03649635036496351,1.0,0.7857142857142857,0.625,0,0,1,0,0,1,0,0,0,1,1,0,34375
0.1111111111111111,0.0,0.6666666666666667,0.02502606882168926,0.0,0.0,0.25,0,0,1,0,1,0,0,1,0,0,0,0,6760
0.49999999999999994,0.0021929824561403508,0.6666666666666667,0.03753910323253389,0.5,0.42857142857142855,0.125,1,0,0,1,1,0,0,0,0,1,1,0,19495
0.3148148148148148,0.006578947368421052,0.3333333333333333,0.011470281543274244,1.0,0.42857142857142855,0.25,0,0,0,1,0,0,0,0,0,0,0,1,23264
0.44444444444444436,0.0043859649122807015,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.625,0,0,0,1,1,0,0,0,0,0,0,1,11774
0.7777777777777779,0.006578947368421052,0.6666666666666667,0.03545359749739312,1.0,0.42857142857142855,0.25,0,0,1,0,0,0,0,0,0,0,0,1,29115
0.3148148148148148,0.0021929824561403508,0.0,0.0020855057351407717,0.5,0.0,0.25,0,0,0,1,1,1,0,0,0,1,0,1,21901
0.3888888888888889,0.006578947368421052,0.0,0.004171011470281543,0.0,0.42857142857142855,0.25,0,0,0,1,0,0,0,1,0,0,1,0,11665
0.27777777777777773,0.010964912280701754,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.0,0,0,0,0,0,0,0,0,0,0,1,0,10390
0.16666666666666669,0.008771929824561403,0.3333333333333333,0.016684045881126174,0.5,0.42857142857142855,0.625,1,0,1,0,0,0,0,0,0,0,0,1,19670
0.7222222222222223,0.006578947368421052,0.3333333333333333,0.009384775808133473,1.0,0.42857142857142855,0.625,0,0,0,0,0,1,0,0,0,0,0,1,33700
0.48148148148148145,0.0,0.0,0.0020855057351407717,0.0,0.42857142857142855,0.625,1,0,0,1,1,0,0,1,1,0,1,0,13603
0.1111111111111111,0.0,0.0,0.0,0.5,1.0,0.125,0,0,0,1,1,0,0,0,0,0,0,0,15567
0.018518518518518545,0.0021929824561403508,1.0,0.08133472367049009,0.5,0.0,0.625,1,1,0,0,1,0,0,1,0,0,1,0,12182
0.7592592592592593,0.0,1.0,0.054223149113660066,1.0,0.0,0.25,0,0,1,0,1,1,0,0,0,0,1,0,30207
0.48148148148148145,0.0,0.3333333333333333,0.02502606882168926,0.5,0.42857142857142855,0.25,0,0,1,0,1,0,1,0,0,1,0,1,22487
0.46296296296296297,0.0,0.0,0.0031282586027111575,0.0,1.0,0.5,0,0,0,0,1,0,1,0,0,1,1,0,20197
0.49999999999999994,0.006578947368421052,0.3333333333333333,0.01564129301355579,0.5,0.42857142857142855,0.5,0,0,0,0,0,0,0,0,0,0,0,1,17910
0.574074074074074,0.006578947368421052,0.3333333333333333,0.009384775808133473,0.5,0.42857142857142855,0.25,1,0,1,0,0,0,1,0,0,1,0,1,25598
0.22222222222222227,0.0043859649122807015,0.0,0.006256517205422314,0.5,0.42857142857142855,0.125,0,0,0,1,0,0,0,0,1,0,1,0,18202
0.7222222222222223,0.006578947368421052,0.0,0.006256517205422314,0.5,0.42857142857142855,0.125,0,0,1,0,0,1,0,0,0,0,1,0,23035
0.16666666666666669,0.0,0.6666666666666667,0.03545359749739312,0.0,0.42857142857142855,0.125,0,0,0,0,1,0,0,0,0,0,1,0,9847
0.16666666666666669,0.006578947368421052,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,21885
0.25925925925925924,0.006578947368421052,0.0,0.004171011470281543,0.0,0.42857142857142855,0.625,0,0,0,1,0,0,0,0,0,0,1,0,13406
0.3518518518518518,0.008771929824561403,0.0,0.0,0.0,0.42857142857142855,0.0,0,0,0,1,0,0,1,0,0,1,1,0,14786
0.1296296296296296,0.0,0.3333333333333333,0.013555787278415015,0.0,0.0,0.125,0,0,1,0,1,0,0,1,0,0,1,0,6265
0.16666666666666669,0.006578947368421052,0.0,0.0010427528675703858,0.5,0.42857142857142855,0.25,0,0,1,0,0,0,0,0,0,0,1,0,18050
0.574074074074074,0.006578947368421052,0.6666666666666667,0.03128258602711158,1.0,0.42857142857142855,0.625,0,0,0,0,0,1,0,0,0,0,1,0,33531
0.5185185185185186,0.006578947368421052,0.0,0.004171011470281543,0.0,0.5714285714285714,0.25,0,0,0,1,0,0,0,0,1,0,0,1,17408
0.07407407407407407,0.006578947368421052,0.3333333333333333,0.009384775808133473,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,11761
0.46296296296296297,0.0021929824561403508,0.0,0.004171011470281543,0.0,1.0,0.125,0,0,0,1,1,0,0,1,0,1,0,0,17059
0.0,0.0,0.0,0.0031282586027111575,0.0,0.0,0.25,0,0,0,1,1,0,0,0,0,0,1,0,5262
0.6851851851851851,0.006578947368421052,0.0,0.0072992700729927005,0.5,0.42857142857142855,0.125,0,1,0,0,0,0,1,0,0,0,0,0,22065
0.7037037037037037,0.0043859649122807015,1.0,0.08133472367049009,0.5,0.35714285714285715,0.25,0,0,1,0,0,0,0,0,0,0,0,0,20089
0.4259259259259259,0.0021929824561403508,0.0,0.0020855057351407717,0.0,0.5714285714285714,0.25,0,0,0,1,1,0,0,0,0,0,1,0,15551
0.1296296296296296,0.0021929824561403508,0.6666666666666667,0.03128258602711158,0.0,0.0,0.125,1,0,1,0,1,0,0,0,0,1,0,1,7620
0.037037037037037035,0.0,0.0,0.006256517205422314,0.0,0.0,0.625,0,0,1,0,1,0,1,0,0,0,0,0,10240
0.1111111111111111,0.0,0.3333333333333333,0.014598540145985403,1.0,0.0,0.25,0,1,0,0,1,0,0,1,0,0,0,0,13650
0.7592592592592593,0.0,0.3333333333333333,0.016684045881126174,1.0,0.42857142857142855,0.5,0,1,0,0,1,0,0,0,0,0,0,0,28700
0.037037037037037035,0.006578947368421052,0.3333333333333333,0.018769551616266946,0.0,0.42857142857142855,0.25,0,0,0,1,0,0,0,1,1,0,0,0,9610
0.037037037037037035,0.0043859649122807015,1.0,0.09071949947862357,0.5,0.0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,9998
0.7407407407407407,0.006578947368421052,0.0,0.0031282586027111575,0.5,0.0,0.125,0,0,1,0,0,1,0,0,0,0,0,1,21239
0.6296296296296295,0.0043859649122807015,0.0,0.00521376433785193,0.5,0.5714285714285714,0.625,0,1,0,0,0,1,0,0,0,0,0,1,30023
0.18518518518518517,0.006578947368421052,0.0,0.006256517205422314,0.0,0.0,0.625,1,1,0,0,0,0,1,0,0,1,1,0,15570
0.055555555555555525,0.0,0.3333333333333333,0.016684045881126174,0.0,0.0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,4457
0.49999999999999994,0.008771929824561403,0.6666666666666667,0.03441084462982273,0.5,0.42857142857142855,0.25,1,0,0,1,0,0,0,0,0,1,0,0,20434
0.3148148148148148,0.008771929824561403,0.6666666666666667,0.030239833159541193,0.5,0.42857142857142855,1.0,0,0,0,0,0,0,0,0,1,0,1,0,21912
